PartipantID,Index,Vis,Error,TruePerc,ReportPerc
2014-11-19-15-6,46,BarChart - all different color,2.3528366,0.6498328,0.6
2014-11-19-15-6,47,BarChart - all same color,2.5522394,0.09259561,0.15
2014-11-19-15-6,48,BarChart - all different color,1.0734448,0.63020545,0.65
2014-11-19-15-6,49,BarChart - mark w/color,1.0549825,0.41952693,0.4
2014-11-19-15-6,50,BarChart - all different color,1.9715438,0.51203126,0.55
2014-11-19-15-6,51,BarChart - all different color,1.2516968,0.22743787,0.25
2014-11-19-15-6,52,BarChart - all same color,3.3501296,0.450724,0.35
2014-11-19-15-6,53,BarChart - all same color,3.8280704,0.25922528,0.4
2014-11-19-15-6,54,BarChart - all different color,1.8632497,0.08486737,0.12
2014-11-19-15-6,55,BarChart - all different color,0.5141307,0.48696867,0.5
2014-11-19-15-6,56,BarChart - mark w/color,2.2922401,0.1522684,0.2
2014-11-19-15-6,57,BarChart - white,2.8030188,0.09146007,0.16
2014-11-19-15-6,58,BarChart - white,2.5522394,0.09259561,0.15
2014-11-19-15-6,59,BarChart - all same color,-0.8092867,0.80445665,0.8
2014-11-19-15-6,60,BarChart - mark w/color,1.729579,0.3180869,0.35
2014-11-19-15-6,61,BarChart - white,2.337026,0.450724,0.5
2014-11-19-15-6,62,BarChart - white,-1.736568,0.57824916,0.58
2014-11-19-15-6,63,BarChart - mark w/color,3.381743,0.1270168,0.23
2014-11-19-15-6,64,BarChart - all same color,0.71216685,0.08486737,0.1
2014-11-19-15-6,65,BarChart - all different color,3.485092,0.450724,0.34
2014-11-19-15-6,66,BarChart - all same color,3.5085824,0.22743787,0.34
2014-11-19-15-6,67,BarChart - white,0.92863744,0.7677848,0.75
2014-11-19-15-6,68,BarChart - all same color,2.4887114,0.5451224,0.6
2014-11-19-15-6,69,BarChart - white,2.420035,0.1522684,0.1
2014-11-19-15-6,70,BarChart - all same color,0.4349238,0.1522684,0.14
2014-11-19-15-6,71,BarChart - mark w/color,1.9342779,0.48696867,0.45
2014-11-19-15-6,72,BarChart - all different color,0.42011264,0.35213032,0.34
2014-11-19-15-6,73,BarChart - all different color,2.7873235,0.7677848,0.7
2014-11-19-15-6,74,BarChart - mark w/color,2.2135844,0.08486737,0.13
2014-11-19-15-6,75,BarChart - mark w/color,0.13667578,0.9597437,0.95
2014-11-19-15-6,76,BarChart - mark w/color,1.7426633,0.7677848,0.8
2014-11-19-15-6,77,BarChart - all different color,2.1993,0.29532436,0.34
2014-11-19-15-6,78,BarChart - mark w/color,2.5799026,0.09146007,0.15
2014-11-19-15-6,79,BarChart - white,2.502964,0.95543486,0.9
2014-11-19-15-6,80,BarChart - white,0.95135504,0.3180869,0.3
2014-11-19-15-6,81,BarChart - white,2.7308059,0.08486737,0.15
2014-11-19-15-6,82,BarChart - all different color,2.315854,0.09146007,0.14
2014-11-19-15-6,83,BarChart - white,2.4778497,0.80445665,0.75
2014-11-19-15-6,84,BarChart - all same color,0.50926036,0.1270168,0.14
2014-11-19-15-6,85,BarChart - white,0.55552626,0.663447,0.65
2014-11-19-15-6,86,BarChart - mark w/color,2.759281,0.09354413,0.16
2014-11-19-15-6,87,BarChart - all different color,3.0559435,0.3180869,0.4
2014-11-19-15-6,88,BarChart - all same color,0.5141307,0.48696867,0.5
2014-11-19-15-6,89,BarChart - white,2.5287182,0.09354413,0.15
2014-11-19-15-6,90,BarChart - mark w/color,-1.5647641,0.35213032,0.35
2014-11-19-15-6,91,BarChart - all same color,1.2016883,0.57824916,0.6
2014-11-19-15-6,92,BarChart - all same color,0.055554852,0.010857413,0.02
2014-11-19-15-6,93,BarChart - all different color,-1.5070131,0.1522684,0.15
2014-11-19-15-6,94,BarChart - all different color,0.7385397,0.95543486,0.94
2014-11-19-15-6,95,BarChart - white,1.4991084,0.1270168,0.1
2014-11-19-15-6,96,BarChart - white,3.4049802,0.29532436,0.4
2014-11-19-15-6,97,BarChart - white,1.6655316,0.41952693,0.45
2014-11-19-15-6,98,BarChart - all different color,1.8405484,0.31543538,0.35
2014-11-19-15-6,99,BarChart - all same color,1.0549825,0.41952693,0.4
2014-11-19-15-6,100,BarChart - all different color,-0.20849527,0.09259561,0.1
2014-11-19-15-6,101,BarChart - mark w/color,3.4019942,0.80445665,0.7
2014-11-19-15-6,102,BarChart - mark w/color,2.3528366,0.6498328,0.6
2014-11-19-15-6,103,BarChart - white,2.3528366,0.6498328,0.6
2014-11-19-15-6,104,BarChart - white,-1.5647641,0.35213032,0.35
2014-11-19-15-6,105,BarChart - mark w/color,1.9406841,0.16286124,0.2
2014-11-19-15-6,106,BarChart - all different color,-2.2464552,0.010857413,0.01
2014-11-19-15-6,107,BarChart - all same color,0.4968445,0.16286124,0.15
2014-11-19-15-6,108,BarChart - mark w/color,2.6617787,0.51203126,0.45
2014-11-19-15-6,109,BarChart - white,1.9715438,0.51203126,0.55
2014-11-19-15-6,110,BarChart - all same color,-0.35790026,0.663447,0.67
2014-11-19-15-6,111,BarChart - all different color,1.4701915,0.09354413,0.12
2014-11-19-15-6,112,BarChart - mark w/color,0.8321191,0.663447,0.68
2014-11-19-15-6,113,BarChart - white,3.9646537,0.5451224,0.7
2014-11-19-15-6,114,BarChart - mark w/color,0.73858345,0.31543538,0.3
2014-11-19-15-6,115,BarChart - white,3.4857454,0.25922528,0.37
2014-11-19-15-6,116,BarChart - all same color,1.0734448,0.63020545,0.65
2014-11-19-15-6,117,BarChart - all same color,0.66126007,0.31543538,0.33
2014-11-19-15-6,118,BarChart - white,-2.2464552,0.010857413,0.01
2014-11-19-15-6,119,BarChart - white,-2.2464552,0.010857413,0.01
