PartipantID,Index,Vis,Error,TruePerc,ReportPerc
2014-10-15-19-13,43,BarChart(horizontal),3.569253,0.78254956,0.9
2014-10-15-19-13,44,StackedBarChart,3.287482,0.59639066,0.5
2014-10-15-19-13,45,TreeMap,1.2753087,0.92295504,0.9
2014-10-15-19-13,46,BarChart,3.0089347,0.22075301,0.3
2014-10-15-19-13,47,StackedBarChart,2.3347416,0.15080394,0.2
2014-10-15-19-13,48,BarChart(horizontal),1.8515533,0.8848389,0.85
2014-10-15-19-13,49,BarChart,-0.620224,0.8552557,0.85
2014-10-15-19-13,50,PieChart,2.7337391,0.56526774,0.5
2014-10-15-19-13,51,BarChart(horizontal),-0.91529864,0.15405235,0.15
2014-10-15-19-13,52,BarChart(horizontal),3.9680667,0.69475263,0.85
2014-10-15-19-13,53,TreeMap,1.0816013,0.050086163,0.07
2014-10-15-19-13,54,TreeMap,-1.194391,0.03311971,0.03
2014-10-15-19-13,55,StackedBarChart,2.8056836,0.668669,0.6
2014-10-15-19-13,56,BarChart,1.5892268,0.1488388,0.12
2014-10-15-19-13,57,PieChart,2.471684,0.25421908,0.2
2014-10-15-19-13,58,TreeMap,1.6551614,0.53024584,0.5
2014-10-15-19-13,59,PieChart,2.189574,0.8556329,0.9
2014-10-15-19-13,60,BarChart,1.7584971,0.6174154,0.65
2014-10-15-19-13,61,StackedBarChart,3.071682,0.8828253,0.8
2014-10-15-19-13,62,StackedBarChart,1.0063288,0.9188379,0.9
2014-10-15-19-13,63,StackedBarChart,4.2895255,0.9943081,0.8
2014-10-15-19-13,64,BarChart(horizontal),1.6887945,0.46901128,0.5
2014-10-15-19-13,65,TreeMap,3.4835024,0.78939927,0.9
2014-10-15-19-13,66,StackedBarChart,3.0193088,0.2201721,0.3
2014-10-15-19-13,67,BarChart,3.5135484,0.63704544,0.75
2014-10-15-19-13,68,TreeMap,0.98982674,0.71860945,0.7
2014-10-15-19-13,69,PieChart,3.2236724,0.6578338,0.75
2014-10-15-19-13,70,StackedBarChart,1.3879642,0.22492091,0.2
2014-10-15-19-13,71,StackedBarChart,3.7345538,0.98186064,0.85
2014-10-15-19-13,72,BarChart,3.3019304,0.6526266,0.75
2014-10-15-19-13,73,StackedBarChart,3.0399578,0.8809967,0.8
2014-10-15-19-13,74,StackedBarChart,3.8409684,0.7420502,0.6
2014-10-15-19-13,75,StackedBarChart,3.2713757,0.9953066,0.9
2014-10-15-19-13,76,TreeMap,2.1971762,0.10539192,0.15
2014-10-15-19-13,77,BarChart,5.265709,0.56653756,0.95
2014-10-15-19-13,78,PieChart,1.7724987,0.28291452,0.25
2014-10-15-19-13,79,TreeMap,2.914055,0.8258766,0.9
2014-10-15-19-13,80,BarChart,0.9662377,0.38171262,0.4
2014-10-15-19-13,81,BarChart,1.2818202,0.82306457,0.8
2014-10-15-19-13,82,BarChart(horizontal),3.2642107,0.2351717,0.33
2014-10-15-19-13,83,PieChart,1.1646831,0.041168395,0.02
2014-10-15-19-13,84,PieChart,1.92023,0.16340166,0.2
2014-10-15-19-13,85,StackedBarChart,2.8658853,0.6716483,0.6
2014-10-15-19-13,86,StackedBarChart,3.5378942,0.78510183,0.9
2014-10-15-19-13,87,BarChart(horizontal),2.7495584,0.9660011,0.9
2014-10-15-19-13,88,TreeMap,1.9092304,0.16368914,0.2
2014-10-15-19-13,89,BarChart,-2.515869,0.08049843,0.08
2014-10-15-19-13,90,PieChart,2.9879956,0.97808707,0.9
2014-10-15-19-13,91,PieChart,0.6945765,0.2649341,0.25
2014-10-15-19-13,92,BarChart(horizontal),-0.112872,0.44200253,0.45
2014-10-15-19-13,93,BarChart,2.0201862,0.9893136,0.95
2014-10-15-19-13,94,TreeMap,3.5755148,0.23203327,0.35
2014-10-15-19-13,95,PieChart,0.7453268,0.48448646,0.5
2014-10-15-19-13,96,PieChart,1.7588452,0.63259274,0.6
2014-10-15-19-13,97,BarChart(horizontal),2.8088717,0.63117635,0.7
2014-10-15-19-13,98,PieChart,1.4523852,0.42611602,0.4
2014-10-15-19-13,99,PieChart,2.9517,0.42611602,0.35
